finding,filename
COVID-19,35AF5C3B-D04D-4B4B-92B7-CB1F67D83085.jpeg
COVID-19,5CBC2E94-D358-401E-8928-965CCD965C5C.jpeg
COVID-19,446B2CB6-B572-40AB-B01F-1910CA07086A.jpeg
COVID-19,80446565-E090-4187-A031-9D3CEAA586C8.jpeg
COVID-19,7E335538-2F86-424E-A0AB-6397783A38D0.jpeg
COVID-19,D7AF463C-2369-492D-908D-BE1911CCD74C.jpeg
COVID-19,all14238-fig-0001-m-b.jpg
COVID-19,all14238-fig-0001-m-c.jpg
COVID-19,all14238-fig-0002-m-d.jpg
COVID-19,all14238-fig-0002-m-e.jpg
COVID-19,all14238-fig-0002-m-f.jpg
COVID-19,1-s2.0-S1684118220300608-main.pdf-001.jpg
COVID-19,1-s2.0-S1684118220300608-main.pdf-002.jpg
COVID-19,ciaa199.pdf-001-a.png
COVID-19,ciaa199.pdf-001-b.png
COVID-19,ciaa199.pdf-001-c.png
COVID-19,kjr-21-e24-g001-l-a.jpg
COVID-19,kjr-21-e24-g001-l-b.jpg
COVID-19,kjr-21-e24-g001-l-c.jpg
COVID-19,kjr-21-e24-g002-l-a.jpg
COVID-19,kjr-21-e24-g002-l-b.jpg
COVID-19,kjr-21-e24-g002-l-c.jpg
COVID-19,kjr-21-e24-g003-l-a.jpg
COVID-19,kjr-21-e24-g003-l-b.jpg
COVID-19,kjr-21-e24-g004-l-a.jpg
COVID-19,kjr-21-e24-g004-l-b.jpg
COVID-19,1-s2.0-S1684118220300682-main.pdf-002-a1.png
COVID-19,1-s2.0-S1684118220300682-main.pdf-002-a2.png
COVID-19,1-s2.0-S1684118220300682-main.pdf-003-b1.png
COVID-19,1-s2.0-S1684118220300682-main.pdf-003-b2.png
COVID-19,gr1_lrg-a.jpg
COVID-19,gr1_lrg-b.jpg
COVID-19,7D2CF6CE-F529-4470-8356-D33FFAF98600.jpeg
COVID-19,FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg
COVID-19,4C4DEFD8-F55D-4588-AAD6-C59017F55966.jpeg
COVID-19,171CB377-62FF-4B76-906C-F3787A01CB2E.jpeg
COVID-19,5931B64A-7B97-485D-BE60-3F1EA76BC4F0.jpeg
COVID-19,C6EA0BE5-B01E-4113-B194-18D956675E25.jpeg
COVID-19,7EF28E12-F628-4BEC-A8C5-E6277C2E4F60.png
COVID-19,41591_2020_819_Fig1_HTML.webp-day5.png
COVID-19,41591_2020_819_Fig1_HTML.webp-day10.png
COVID-19,5e6dd879fde9502400e58b2f.jpeg
COVID-19,covid-19-pneumonia-19.jpg
COVID-19,kjr-21-e25-g001-l-a.jpg
COVID-19,03BF7561-A9BA-4C3C-B8A0-D3E585F73F3C.jpeg
COVID-19,254B82FC-817D-4E2F-AB6E-1351341F0E38.jpeg
COVID-19,353889E0-A1E8-4F9E-A0B8-F24F36BCFBFB.jpeg
COVID-19,figure1-5e73d7ae897e27ff066a30cb-98.jpeg
COVID-19,figure1-5e75d0940b71e1b702629659-98-right.jpeg
COVID-19,figure1-5e71be566aa8714a04de3386-98-left.jpeg
COVID-19,1F6343EE-AFEC-4B7D-97F5-62797EE18767.jpeg
COVID-19,5A78BCA9-5B7A-440D-8A4E-AE7710EA6EAD.jpeg
COVID-19,2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg
COVID-19,2966893D-5DDF-4B68-9E2B-4979D5956C8E.jpeg
COVID-19,B2D20576-00B7-4519-A415-72DE29C90C34.jpeg
COVID-19,6C94A287-C059-46A0-8600-AFB95F4727B7.jpeg
COVID-19,covid-19-pneumonia-30-PA.jpg
COVID-19,covid-19-pneumonia-30-L.jpg
COVID-19,6b44464d-73a7-4cf3-bbb6-ffe7168300e3.annot.original.jpeg
COVID-19,58cb9263f16e94305c730685358e4e_jumbo.jpeg
COVID-19,a1a7d22e66f6570df523e0077c6a5a_jumbo.jpeg
COVID-19,9fdd3c3032296fd04d2cad5d9070d4_jumbo.jpeg
COVID-19,covid-19-infection-exclusive-gastrointestinal-symptoms-pa.png
COVID-19,covid-19-infection-exclusive-gastrointestinal-symptoms-l.png
COVID-19,covid-19-pneumonia-28.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1a.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-000-fig1b.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2a.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-001-fig2b.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3a.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-002-fig3b.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4a.png
COVID-19,1.CXRCTThoraximagesofCOVID-19fromSingapore.pdf-003-fig4b.png
COVID-19,covid-19-pneumonia-24-day6.jpg
COVID-19,covid-19-pneumonia-24-day7.jpg
COVID-19,covid-19-pneumonia-24-day12.jpg
COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day0-PA.jpg
COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day0-L.jpg
COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day3.jpg
COVID-19,covid-19-pneumonia-evolution-over-a-week-1-day4.jpg
COVID-19,53EC07C9-5CC6-4BE4-9B6F-D7B0D72AAA7E.jpeg
COVID-19,coronacases_org_001.nii.gz
COVID-19,coronacases_org_002.nii.gz
COVID-19,coronacases_org_003.nii.gz
COVID-19,coronacases_org_004.nii.gz
COVID-19,coronacases_org_005.nii.gz
COVID-19,coronacases_org_006.nii.gz
COVID-19,coronacases_org_007.nii.gz
COVID-19,coronacases_org_008.nii.gz
COVID-19,coronacases_org_009.nii.gz
COVID-19,coronacases_org_010.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-4_85506_1-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-29_86490_1-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-29_86491_1-dcm.nii.gz
COVID-19,covid-19-pneumonia-23-day1.jpg
COVID-19,covid-19-pneumonia-23-day3.jpg
COVID-19,covid-19-pneumonia-23-day9.jpg
COVID-19,radiopaedia_org_covid-19-pneumonia-23_86359_0-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-10_85902_1-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-10_85902_3-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-36_86526_0-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-27_86410_0-dcm.nii.gz
COVID-19,radiopaedia_org_covid-19-pneumonia-40_86625_0-dcm.nii.gz
COVID-19,A7E260CE-8A00-4C5F-A7F5-27336527A981.jpeg
COVID-19,RX-torace-a-letto-del-paziente-in-unica-proiezione-AP-1-1.jpeg
COVID-19,covid-19-caso-70-1-PA.jpg
COVID-19,covid-19-caso-70-1-L.jpg
COVID-19,covid-19-caso-70-2-APS.jpg
COVID-19,4e43e48d52c9e2d4c6c1fb9bc1544f_jumbo.jpeg
COVID-19,covid-19-pneumonia-53.jpg
COVID-19,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day1.jpg
COVID-19,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-1.jpg
COVID-19,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day6-2.jpg
COVID-19,post-intubuation-pneumomediastium-and-pneumothorax-background-covid-19-pneumonia-day7.jpg
COVID-19,covid-19-pneumonia-49-day4.jpg
COVID-19,covid-19-pneumonia-49-day8.jpg
COVID-19,covid-19-pneumonia-43-day0.jpeg
COVID-19,covid-19-pneumonia-43-day2.jpeg
COVID-19,covid-19-pneumonia-40.jpg
COVID-19,covid-19-pneumonia-42.jpeg
COVID-19,da9e9aac-de8c-44c7-ba57-e7cc8e4caaba.annot.original.jpeg
COVID-19,4ad30bc6-2da0-4f84-bc9b-62acabfd518a.annot.original.png
COVID-19,fff49165-b22d-4bb4-b9d1-d5d62c52436c.annot.original.png
COVID-19,figure1-5e7c1b8d98c29ab001275405-98.jpeg
COVID-19,figure1-5e7c1b8d98c29ab001275405-98-later.jpeg
COVID-19,radiol.2020201160.fig2a.jpeg
COVID-19,radiol.2020201160.fig2b.jpeg
COVID-19,radiol.2020201160.fig2c.jpeg
COVID-19,radiol.2020201160.fig2d.jpeg
COVID-19,radiol.2020201160.fig3a.jpeg
COVID-19,radiol.2020201160.fig3b.jpeg
COVID-19,radiol.2020201160.fig3c.jpeg
COVID-19,radiol.2020201160.fig3d.jpeg
COVID-19,radiol.2020201160.fig6b.jpeg
COVID-19,radiol.2020200274.fig3d.png
COVID-19,covid-19-pneumonia-8.jpg
COVID-19,covid-19-pneumonia-20-pa-on-admission.jpg
COVID-19,covid-19-pneumonia-20-l-on-admission.jpg
COVID-19,covid-19-pneumonia-20.jpg
COVID-19,covid-19-pneumonia-22-day1-pa.png
COVID-19,covid-19-pneumonia-22-day1-l.png
COVID-19,covid-19-pneumonia-22-day2-pa.png
COVID-19,covid-19-pneumonia-34.png
COVID-19,covid-19-pneumonia-38-pa.jpg
COVID-19,covid-19-pneumonia-38-l.jpg
COVID-19,covid-19-pneumonia-35-1.jpg
COVID-19,covid-19-pneumonia-35-2.jpg
COVID-19,covid-19-pneumonia-41-day-0.jpg
COVID-19,covid-19-pneumonia-41-day-2.jpg
COVID-19,covid-19-pneumonia-44-day-0.jpeg
COVID-19,covid-19-pneumonia-44-day-8.jpeg
COVID-19,covid-19-pneumonia-58-day-3.jpg
COVID-19,covid-19-pneumonia-58-day-7.jpg
COVID-19,covid-19-pneumonia-58-day-9.jpg
COVID-19,covid-19-pneumonia-58-day-10.jpg
COVID-19,covid-19-pneumonia-mild.JPG
COVID-19,covid-19-pneumonia-67.jpeg
COVID-19,covid-19-pneumonia-bilateral.jpg
COVID-19,16663_1_1.jpg
COVID-19,16663_1_2.jpg
COVID-19,16660_1_1.jpg
COVID-19,16660_2_1.jpg
COVID-19,16660_3_1.jpg
COVID-19,16660_4_1.jpg
COVID-19,16654_1_1.png
COVID-19,16654_2_1.jpg
COVID-19,16654_4_1.jpg
COVID-19,16691_1_1.jpg
COVID-19,16674_1_1.jpg
COVID-19,16672_1_1.jpg
COVID-19,16669_1_1.jpeg
COVID-19,16669_3_1.jpeg
COVID-19,16664_1_1.jpg
COVID-19,16664_2_1.jpg
COVID-19,ajr.20.23034.pdf-001.png
COVID-19,ajr.20.23034.pdf-003.png
COVID-19,yxppt-2020-02-19_00-51-27_287214-day8.jpg
COVID-19,yxppt-2020-02-19_00-51-27_287214-day10.jpg
COVID-19,yxppt-2020-02-19_00-51-27_287214-day12.jpg
COVID-19,ae6c954c0039de4b5edee53865ffee43-e6c8-0.jpg
COVID-19,6b3bdbc31f65230b8cdcc3cef5f8ba8a-40ac-0.jpg
COVID-19,88de9d8c39e946abd495b37cd07d89e5-0666-0.jpg
COVID-19,88de9d8c39e946abd495b37cd07d89e5-2ee6-0.jpg
COVID-19,88de9d8c39e946abd495b37cd07d89e5-6531-0.jpg
COVID-19,67d668e570c242404ba82c7cbe2ca8f2-05be-0.jpg
COVID-19,67d668e570c242404ba82c7cbe2ca8f2-0015-0.jpg
COVID-19,AR-1.jpg
COVID-19,AR-2.jpg
COVID-19,2-chest-filmc.jpg
COVID-19,paving.jpg
COVID-19,7-fatal-covid19.jpg
COVID-19,extubation-1.jpg
COVID-19,extubation-4.jpg
COVID-19,extubation-8.jpg
COVID-19,extubation-13.jpg
COVID-19,16724_1_1.jpg
COVID-19,16673_2_1.jpg
COVID-19,16708_1_1.jpg
COVID-19,16708_4_1.jpg
COVID-19,16708_5_1.jpg
COVID-19,16706_1_1.png
COVID-19,case_71_figura1.png
COVID-19,case_72_RX-TORACE1.jpg
COVID-19,case_76_1-3.png
COVID-19,covid-19-pneumonia-101.png
COVID-19,covid-19-pneumonia-93.png
COVID-19,covid-19-pneumonia-progression-and-regression-day1.jpg
COVID-19,covid-19-pneumonia-progression-and-regression-day6.jpg
COVID-19,covid-19-pneumonia-progression-and-regression-day11.jpg
COVID-19,covid-19-pneumonia-progression-and-regression-day13.jpg
COVID-19,covid-19-pneumonia-progression-and-regression-day20.jpg
COVID-19,covid-19-pneumonia-progression-and-regression-day24.jpg
COVID-19,covid-19-pneumonia-progression-and-regression-day28.jpg
COVID-19,16747_1_1.jpg
COVID-19,16747_2_1.jpg
COVID-19,16747_3_1.jpg
COVID-19,16751_2_1.jpg
COVID-19,16751_2_2.jpg
COVID-19,16751_3_1.jpg
COVID-19,16751_3_2.jpg
COVID-19,16751_3_3.jpg
COVID-19,16689_1_1.jpg
COVID-19,16689_1_2.png
COVID-19,16689_1_5.png
COVID-19,16689_1_6.jpg
COVID-19,16689_2_1.png
COVID-19,16689_2_2.png
COVID-19,16689_2_4.png
COVID-19,16745_2_2.PNG
COVID-19,16745_2_3.PNG
COVID-19,16745_3_2.png
COVID-19,16745_4_1.png
COVID-19,16745_4_2.png
COVID-19,16745_4_3.png
COVID-19,16745_5_1.png
COVID-19,16745_5_2.png
COVID-19,16745_5_3.png
COVID-19,16745_6_2.png
COVID-19,16745_6_3.png
COVID-19,16745_7_1.png
COVID-19,16745_7_2.png
COVID-19,16745_7_3.png
COVID-19,16745_7_4.png
COVID-19,16745_7_5.PNG
COVID-19,16744_1_1.jpg
COVID-19,16744_2_1.jpg
COVID-19,16744_2_2.jpg
COVID-19,16744_2_3.jpg
COVID-19,16744_2_4.jpg
COVID-19,16630_2_1.jpg
COVID-19,16630_2_2.jpg
COVID-19,16630_3_1.jpg
COVID-19,16630_4_1.jpg
COVID-19,16630_5_1.jpg
COVID-19,16630_6_1.jpg
COVID-19,16631_1_3.jpg
COVID-19,16631_1_4.jpg
COVID-19,b343e657.jpg
COVID-19,53c9be49.jpg
COVID-19,a4318ac9.jpg
COVID-19,bd3ceeb6.jpg
COVID-19,2168a917.jpg
COVID-19,61bc50d1.jpg
COVID-19,87d50e40.jpg
COVID-19,5f619d7e.jpg
COVID-19,a38e1877.jpg
COVID-19,4d98e1de.jpg
COVID-19,80b5f00f.jpg
COVID-19,00870a9c.jpg
COVID-19,35b446ce.jpg
COVID-19,90070cbc.jpg
COVID-19,c0f74558.jpg
COVID-19,2cd63b76.jpg
COVID-19,262a70ca.jpg
COVID-19,19abe1f3.jpg
COVID-19,bb0e626a.jpg
COVID-19,441c9cdd.jpg
COVID-19,f64132c8.jpg
COVID-19,bfefde5d.jpg
COVID-19,9d36404d.jpg
COVID-19,3dedeb92.jpg
COVID-19,483f2ad8.jpg
COVID-19,bd10d5e2.jpg
COVID-19,a2eba651.jpg
COVID-19,f8335316.jpg
COVID-19,4fed5061.jpg
COVID-19,3b46de94.jpg
COVID-19,d9d6ca9a.jpg
COVID-19,a361d7b7.jpg
COVID-19,d680397c.jpg
COVID-19,d6494b39.jpg
COVID-19,4fcafe41.jpg
COVID-19,1880e301.jpg
COVID-19,ee2d1bf6.jpg
COVID-19,3248cc61.jpg
COVID-19,3fd337c1.jpg
COVID-19,887db78f.jpg
COVID-19,527321ee.jpg
COVID-19,333932bd.jpg
COVID-19,e1446fe8.jpg
COVID-19,c828e894.jpg
COVID-19,24035bda.jpg
COVID-19,08d780ae.jpg
COVID-19,cb706009.jpg
COVID-19,e1a4f870.jpg
COVID-19,1663b242.jpg
COVID-19,4c0fcf57.jpg
COVID-19,a47dc73e.jpg
COVID-19,d7f2ee0f.jpg
COVID-19,db96a050.jpg
COVID-19,2c35005f.jpg
COVID-19,d009d61f.jpg
COVID-19,ec083e35.jpg
COVID-19,c601f50d.jpg
COVID-19,ada8c494.jpg
COVID-19,289cb15b.jpg
COVID-19,7c0d0e1d.jpg
COVID-19,8da14fff.jpg
COVID-19,02b76460.jpg
COVID-19,1052b0fe.jpg
COVID-19,730a0b8f.jpg
COVID-19,f0864aff.jpg
COVID-19,1f8a4a54.jpg
COVID-19,21982772.jpg
COVID-19,86d19bba.jpg
COVID-19,f6d980a0.jpg
COVID-19,b9673e89.jpg
COVID-19,1d435a4b.jpg
COVID-19,0a7faa2a.jpg
COVID-19,b39f5cf9.jpg
COVID-19,5782ae15.jpg
COVID-19,865336ed.jpg
COVID-19,436a6348.jpg
COVID-19,48c4542c.jpg
COVID-19,c3829ecb.jpg
COVID-19,5acb8ac5.jpg
COVID-19,a8ac1969.jpg
COVID-19,82a78c13.jpg
COVID-19,eb8e8a5b.jpg
COVID-19,9eca9ade.jpg
COVID-19,90986ce4.jpg
COVID-19,nejmoa2001017_f1-a.png
COVID-19,nejmoa2001017_f1-b.png
COVID-19,68_2020_1364_Fig1_HTML-a.png
COVID-19,68_2020_1364_Fig1_HTML-b.png
COVID-19,68_2020_1364_Fig1_HTML-c.png
COVID-19,270_2020_2470_Fig1_HTML-a.png
COVID-19,270_2020_2470_Fig1_HTML-b.png
COVID-19,296_2020_4584_Fig2_HTML-a.png
COVID-19,296_2020_4584_Fig2_HTML-b.png
COVID-19,296_2020_4584_Fig2_HTML-c.png
COVID-19,701_2020_4374_Fig2_HTML.png
COVID-19,nejmoa2004500_f1-a.png
COVID-19,nejmoa2004500_f1-b.png
COVID-19,11547_2020_1200_Fig3_HTML-a.png
COVID-19,11547_2020_1200_Fig3_HTML-b.png
COVID-19,11547_2020_1200_Fig3_HTML-c.png
COVID-19,11547_2020_1200_Fig2_HTML-a.png
COVID-19,11547_2020_1200_Fig2_HTML-b.png
COVID-19,11547_2020_1202_Fig1_HTML-a.png
COVID-19,11547_2020_1202_Fig1_HTML-b.png
COVID-19,11547_2020_1203_Fig1_HTML-a.png
COVID-19,11547_2020_1203_Fig1_HTML-b.png
COVID-19,11547_2020_1203_Fig1_HTML-c.png
COVID-19,11547_2020_1203_Fig1_HTML-d.png
COVID-19,11547_2020_1203_Fig2_HTML-a.png
COVID-19,11547_2020_1203_Fig2_HTML-b.png
COVID-19,11547_2020_1203_Fig2_HTML-c.png
COVID-19,11547_2020_1203_Fig2_HTML-d.png
COVID-19,1-s2.0-S0735675720302746-gr1_lrg.jpg
COVID-19,1-s2.0-S0196070920301691-gr3_lrg.jpg
COVID-19,10.1016-slash-j.anl.2020.04.002-a.png
COVID-19,10.1016-slash-j.anl.2020.04.002-b.png
COVID-19,10.1016-slash-j.anl.2020.04.002-c.png
COVID-19,1-s2.0-S0889159120306851-gr2b_lrg.jpg
COVID-19,10.1016-slash-j.cardfail.2020.04.007-a.png
COVID-19,10.1016-slash-j.cardfail.2020.04.007-b.png
COVID-19,10.1016-slash-j.chest.2020.04.024.png
COVID-19,1-s2.0-S1931312820301852-gr1_lrg-a.png
COVID-19,1-s2.0-S1931312820301852-gr1_lrg-b.png
COVID-19,1-s2.0-S1931312820301852-gr1_lrg-c.png
COVID-19,1-s2.0-S1521661620303314-gr1_lrg-a.png
COVID-19,1-s2.0-S1521661620303314-gr1_lrg-b.png
COVID-19,10.1016-slash-j.crad.2020.04.002-a.png
COVID-19,10.1016-slash-j.crad.2020.04.002-b.png
COVID-19,10.1016-slash-j.healun.2020.04.004.jpg
COVID-19,10.1016-slash-j.hrcr.2020.04.015-a.png
COVID-19,10.1016-slash-j.hrcr.2020.04.015-b.png
COVID-19,10.1016-slash-j.hrcr.2020.04.015-fig3-b.png
COVID-19,1-s2.0-S2214250920300706-gr1_lrg.jpg
COVID-19,1-s2.0-S2214250920300706-gr2_lrg.jpg
COVID-19,1-s2.0-S2214250920300706-gr5_lrg.jpg
COVID-19,1-s2.0-S2214250920300834-gr1_lrg-b.png
COVID-19,1-s2.0-S2214250920300834-gr1_lrg-c.png
COVID-19,1-s2.0-S2213716520301168-gr1_lrg-a.png
COVID-19,1-s2.0-S2213716520301168-gr1_lrg-b.png
COVID-19,10.1016-slash-j.jhin.2020.03.036.png
COVID-19,1-s2.0-S1341321X20301124-gr3_lrg-c.png
COVID-19,1-s2.0-S1341321X20301124-gr3_lrg-d.png
COVID-19,1-s2.0-S1341321X20301124-gr3_lrg-e.png
COVID-19,1-s2.0-S1684118220300372-gr1_lrg-a.png
COVID-19,1-s2.0-S1684118220300372-gr1_lrg-b.png
COVID-19,1-s2.0-S0085253820303616-gr1_lrg-a.png
COVID-19,1-s2.0-S0085253820303616-gr1_lrg-b.png
COVID-19,1-s2.0-S2387020620301959-gr4_lrg-a.png
COVID-19,1-s2.0-S2387020620301959-gr4_lrg-b.png
COVID-19,1-s2.0-S2387020620301959-gr4_lrg-c.png
COVID-19,1-s2.0-S2531043720300921-gr1.png
COVID-19,fx1_lrg.jpg
COVID-19,gr2_lrg-a.png
COVID-19,gr2_lrg-b.png
COVID-19,gr2_lrg-c.png
COVID-19,1-s2.0-S1059131120301151-gr2-f.png
COVID-19,41379_2020_536_Fig2_HTML-c1.png
COVID-19,41379_2020_536_Fig2_HTML-c2.png
COVID-19,afaa068f1.png
COVID-19,12941_2020_358_Fig1_HTML.jpg
COVID-19,40779_2020_233_Fig2_HTML-a.png
COVID-19,41182_2020_203_Fig3_HTML.jpg
COVID-19,41182_2020_203_Fig4_HTML.jpg
COVID-19,41182_2020_203_Fig5_HTML.jpg
COVID-19,tpmd200203f2-a.png
COVID-19,tpmd200203f2-b.png
COVID-19,tpmd200203f2-c.png
COVID-19,BMJ-37-163-g1.jpg
COVID-19,thnov10p5641g006-c.png
COVID-19,lightbox_78f27a80685411ea93cde791fb7cd172-CXR.png
COVID-19,article_river_e4d185c06e3511eaa2321d8ab357a1de-c1mn.png
COVID-19,article_river_c79329e06dff11eab69c95940c7c0d00-CXR-D1-COVID19.png
COVID-19,article_river_de7471906e0011eabe5f9363acaf45c4-covid-cxr-2.png
COVID-19,article_river_1a00a3c07ea311eab70491c6fb93d336-figure-2.png
COVID-19,article_river_2a361d607ea311ea95dbcf0c95d13492-figure-4.png
COVID-19,covid-19-caso-82-1-8.png
COVID-19,covid-19-caso-85-1-9.png
COVID-19,covid-19-caso-85-4-6.png
COVID-19,covid-19-caso-85-5-4.png
COVID-19,covid-19-caso-86-Rx-torace-1.jpg
COVID-19,covid-19-caso-86-RX-Torace-2.jpg
COVID-19,covid-19-caso-91-1-12.png
COVID-19,covid-19-caso-91-2-13.png
COVID-19,covid-19-caso-94-1-14.png
COVID-19,covid-19-caso-95-1-15.png
COVID-19,covid-19-caso-95-2-16.png
COVID-19,covid-19-caso-95-3-14.png
